// Reference=MNI		
// 2020_Mayer		
// Subjects=48		
62	 -24.00	-10.00
62	 -32.00	 -4.00
64	 -42.00	 -6.00
58	 -44.00	 38.00
		
// 2011_Schnell		
// Subjects=21		
-6	  54.00	 30.00
6	  54.00	 24.00
-3	  45.00	-15.00
6	   6.00	  9.00
-3	   0.00	 -3.00
-48	  27.00	 -9.00
-39	  21.00	-15.00
-45	  12.00	-39.00
-45	 -57.00	 21.00
-54	 -21.00	-12.00
-27	   0.00	-24.00
-18	  -9.00	-24.00
45	   9.00	-42.00
66	 -51.00	 21.00
57	  30.00	  3.00
-6	 -48.00	 30.00
-15	 -30.00	 27.00
21	 -30.00	 24.00
-21	  15.00	  3.00
27	 -84.00	-39.00
-30	 -81.00	-36.00
-6	  54.00	 36.00
-6	  51.00	 12.00
9	  51.00	 27.00
-3	  45.00	-15.00
42	 -18.00	 48.00
42	  -9.00	 39.00
39	 -12.00	 69.00
-42	 -12.00	 42.00
57	  30.00	  3.00
48	  33.00	 -3.00
-45	  27.00	 -6.00
-39	  27.00	-15.00
-48	   3.00	-30.00
51	 -30.00	 -3.00
48	 -36.00	  3.00
48	   9.00	-42.00
48	   0.00	-27.00
57	   3.00	-24.00
-57	 -66.00	 24.00
-45	 -57.00	 27.00
-18	 -12.00	-21.00
-30	 -15.00	-21.00
-27	   0.00	-24.00
-54	 -51.00	 27.00
12	 -18.00	 48.00
0	 -12.00	 42.00
21	 -30.00	 24.00
12	 -18.00	 24.00
-12	 -27.00	 24.00
-12	 -15.00	 24.00
-15	 -45.00	 27.00
30	 -84.00	-39.00
-27	 -81.00	-36.00
		
// 2015_Wang		
// Subjects=56		
-18	-105.00	  3.00
0	 -57.00	 33.00
21	-105.00	  6.00
54	   6.00	-27.00
60	 -66.00	 18.00
		
// 2017_Powell		
// Subjects=12		
64.5	  -3.55	-15.88
-62.24	 -17.01	-10.89
7.23	  52.70	-19.40
55.28	 -51.62	 27.42
-4.94	 -55.47	 24.71
-71.54	 -53.29	 18.29
14.1	 -51.35	 37.63
61.38	 -12.62	 -8.58
-62.28	 -11.11	-17.95
58.46	 -51.39	 30.71
0.23	 -16.80	 35.35
-2.18	  58.62	 26.87
4.21	  28.89	  5.56
-56.04	  27.77	 -4.00
-5.31	  18.34	-10.31
-27.17	 -84.12	-26.48
4.06	  52.68	-19.38
		
// 2014_Corradi-Dell'Acqua		
// Subjects=46		
-4	  44.00	-10.00
-2	 -18.00	 36.00
8	 -82.00	 28.00
66	 -22.00	 30.00
-58	 -32.00	 32.00
8	  56.00	 10.00
-4	  44.00	-14.00
0	 -14.00	 38.00
8	 -52.00	 28.00
16	  10.00	 -8.00
62	  -8.00	-12.00
-12	  12.00	 -8.00
-30	  10.00	-22.00
66	 -40.00	 22.00
-6	 -60.00	 18.00
12	   2.00	  0.00
-14	   8.00	  4.00
		
// 2008_Schulte-Rther		
// Subjects=26		
-48	  28.00	 -8.00
-54	  24.00	 14.00
56	  32.00	  0.00
60	  28.00	 16.00
-62	 -46.00	  2.00
52	 -32.00	 -2.00
-50	 -20.00	-14.00
-44	 -46.00	-20.00
-48	  12.00	-36.00
46	  16.00	-36.00
-8	  54.00	 42.00
-44	   8.00	 52.00
-6	  18.00	 64.00
		
// 2011_Dziobek		
// Subjects=29		
-58	 -42.00	  4.00
56	  26.00	 -2.00
58	 -48.00	 10.00
-6	  16.00	 52.00
51	  65.00	 40.00
10	 -26.00	-12.00
4	 -36.00	 40.00
42	 -68.00	 42.00
8	 -64.00	 38.00
32	  28.00	 44.00
-50	  -8.00	  4.00
8	  60.00	 -2.00
		
// 2017_Mier		
// Subjects=44		
56	  32.00	  6.00
48	  12.00	-38.00
44	 -50.00	-18.00
-50	  26.00	  4.00
50	  -2.00	-22.00
52	 -16.00	-10.00
-52	   6.00	-36.00
-48	  12.00	-32.00
20	  -8.00	-16.00
52	 -44.00	  2.00
-58	 -54.00	  6.00
48	 -54.00	 12.00
		
// 2017_Eddy		
// Subjects=25		
26	 -68.00	-12.00
56	  18.00	 26.00
22	 -28.00	  0.00
-20	 -30.00	 -2.00
-40	  10.00	 26.00
-4	  14.00	 48.00
-16	   8.00	  8.00
-50	 -36.00	  2.00
14	   4.00	 12.00
-12	 -14.00	 10.00
12	 -12.00	  8.00
-14	   8.00	 26.00
0	 -16.00	-22.00
18	 -10.00	 20.00
-16	  -8.00	-10.00
0	  14.00	 72.00
-8	 -32.00	-24.00
		
// 2015_Willert		
// Subjects=81		
-6	  56.00	 33.00
-48	  23.00	-12.00
57	  29.00	  0.00
-9	  20.00	 63.00
45	   5.00	 54.00
-54	 -58.00	 21.00
57	 -55.00	 15.00
54	 -52.00	 24.00
-48	   2.00	-36.00
-45	  14.00	-36.00
45	  17.00	-36.00
-3	-100.00	  3.00
12	 -97.00	  9.00
-3	 -88.00	 42.00
27	 -79.00	-33.00
-21	 -76.00	-36.00
-6	 -58.00	-45.00
6	  55.00	-45.00
-6	 -55.00	 36.00
-6	 -28.00	  0.00
-12	 -13.00	-15.00
12	   5.00	 12.00
		
// 2020_Alkan		
// Subjects=26		
-46	  18.00	 26.00
		
// 2021_Schmidt		
// Subjects=75		
-48	  20.00	 16.00
48	  20.00	 22.00
57	  20.00	  7.00
-21	 -10.00	-11.00
-27	  -4.00	-20.00
21	  -7.00	-14.00
-39	 -46.00	-17.00
-42	 -67.00	-20.00
-24	 -85.00	-20.00
42	 -49.00	-17.00
42	 -67.00	-20.00
24	 -79.00	-20.00
-45	 -58.00	 22.00
-60	 -49.00	 10.00
-63	 -46.00	 -2.00
54	 -58.00	 22.00
-48	  20.00	 16.00
-54	  17.00	  4.00
57	  20.00	  4.00
51	  20.00	 19.00
-42	 -40.00	-17.00
42	 -46.00	-17.00
-51	 -55.00	 10.00
51	 -52.00	 10.00
-48	  20.00	 19.00
-48	  20.00	  4.00
48	  20.00	 22.00
39	  20.00	  4.00
57	  20.00	  4.00
-27	  -1.00	-23.00
-21	 -10.00	-11.00
-18	  -7.00	-14.00
21	 -10.00	-11.00
18	  -7.00	-14.00
