// Reference=MNI		
// 2014_Hartwright		
// Subjects=28		
54	 -56.0	 26.0
2	 -66.0	 48.0
-32	  26.0	 -2.0
-52	 -52.0	 32.0
46	  16.0	 -6.0
50	  20.0	 38.0
-4	  20.0	 48.0
38	  52.0	 18.0
-48	  16.0	  0.0
-6	 -66.0	 54.0
2	  42.0	 28.0
-46	  14.0	 36.0
-40	  16.0	 -6.0
2	  40.0	 42.0
52	  18.0	  4.0
-54	 -40.0	 38.0
44	 -60.0	 52.0
48	 -46.0	 42.0
0	 -54.0	 72.0
-2	  14.0	 68.0
-8	  40.0	 16.0
		
// 2010_Young		
// Subjects=17		
58	 -52.0	 28.0
-56	 -52.0	 26.0
-2	 -54.0	 38.0
0	  56.0	 32.0
4	  64.0	 16.0
2	  44.0	-20.0
		
// 2015_Frank		
// Subjects=34		
-46	 -53.0	 23.0
61	 -55.0	 25.0
-10	 -52.0	 41.0
-8	 -60.0	 42.0
52	 -56.0	 16.0
-52	 -56.0	 18.0
		
// 2017_Ozdem		
// Subjects=21		
48	 -54.0	 24.0
38	 -56.0	 22.0
46	 -56.0	 16.0
6	 -50.0	 48.0
-6	 -50.0	 56.0
		
// 2010_Hooker		
// Subjects=15		
-42	  34.0	-12.0
42	  22.0	-12.0
16	 -28.0	 62.0
2	  58.0	 30.0
-46	 -58.0	 22.0
46	 -66.0	 32.0
64	 -32.0	-12.0
58	 -32.0	  2.0
66	 -12.0	-18.0
-64	 -38.0	 -6.0
-50	  20.0	-28.0
34	 -22.0	 -6.0
-34	 -24.0	 -8.0
2	 -38.0	 78.0
-16	 -48.0	 -2.0
-14	  -8.0	 16.0
10	  -2.0	 10.0
-18	   6.0	 14.0
-24	 -78.0	-46.0
26	 -74.0	-36.0
		
// 2010_Jenkins 		
// Subjects=15		
50	 -52.0	 20.0
-50	 -52.0	 22.0
0	  54.0	 32.0
-8	  50.0	 -2.0
56	 -10.0	-20.0
-68	 -34.0	 -4.0
54	 -56.0	 22.0
-48	 -62.0	 36.0
-8	 -60.0	 18.0
12	-102.0	  8.0
-24	-100.0	  6.0
		
// 2019_Boccadoro		
// Subjects=68		
60	 -52.0	  1.0
12	 -73.0	  4.0
54	 -37.0	 46.0
51	  20.0	 -8.0
51	  11.0	 16.0
57	  17.0	  1.0
-51	 -37.0	 55.0
-60	 -46.0	 37.0
-66	 -19.0	 22.0
24	 -28.0	 10.0
21	 -13.0	 16.0
18	  -1.0	 19.0
-54	 -64.0	 -2.0
-63	 -52.0	 16.0
42	  47.0	 19.0
-18	   2.0	 22.0
-18	 -16.0	-19.0
-36	  23.0	  4.0
3	 -43.0	 -2.0
		
// 2011_vanderMeer		
// Subjects=19		
-26	  24.0	  4.0
-35	  22.0	 12.0
-52	  18.0	 18.0
-30	  -2.0	 54.0
-42	   2.0	 44.0
-8	  18.0	 36.0
-44	 -52.0	 42.0
-56	 -42.0	 -2.0
14	 -68.0	 46.0
-8	 -82.0	-10.0
24	 -78.0	-10.0
-56	 -54.0	 18.0
8	 -68.0	-22.0
34	 -58.0	 42.0
38	  -8.0	 54.0
32	 -54.0	-30.0
-8	 -20.0	 -2.0
-30	 -58.0	 42.0
36	 -58.0	 46.0
-54	 -48.0	 -2.0
-6	  -4.0	 54.0
10	 -16.0	 -4.0
-32	  20.0	  2.0
-52	   4.0	 14.0
-34	 -12.0	 62.0
44	 -24.0	 44.0
44	 -16.0	 58.0
-28	 -52.0	-34.0
32	 -52.0	-30.0
-6	 -70.0	-26.0
8	 -66.0	-26.0
		
// 2013_Hillebrant 		
// Subjects=14		
-9	  41.0	 34.0
-36	   8.0	-26.0
		
// 2015_Schlaffke		
// Subjects=39		
-4	  14.0	 58.0
-46	  12.0	 52.0
-52	 -64.0	 19.0
52	 -48.0	 16.0
-60	 -38.0	 -2.0
50	 -64.0	 13.0
52	 -14.0	 20.0
-56	  -6.0	-23.0
-48	 -80.0	  1.0
-2	 -58.0	 40.0
38	 -60.0	 25.0
-36	 -82.0	 28.0
-18	 -90.0	 19.0
-4	 -94.0	 16.0
2	 -52.0	 49.0
		
// 2008_Young		
// Subjects=17		
56	 -54.0	 28.0
-2	 -60.0	 40.0
-52	 -58.0	 26.0
2	  60.0	 28.0
-4	  56.0	  8.0
0	  54.0	 -8.0
		
// 2006_Wang		
// Subjects=12		
-49.42	-38.66	12.72
64.59	-21.85	-4.64
2.99	66.16	-5.87
-11.79	52.61	-18.17
		
// 2011_Rothmayr		
// Subjects=12		
-42	  22.0	 42.0
32	   4.0	 52.0
52	 -50.0	 38.0
6	  66.0	 22.0
66	 -36.0	 -2.0
-52	 -50.0	 32.0
-40	  52.0	 -4.0
-64	 -38.0	-10.0
-18	   4.0	 14.0
-2	 -62.0	 44.0
10	  34.0	 46.0
52	  28.0	 30.0
30	  58.0	 10.0
		
// 2018_O'Connell		
// Subjects=38		
52	 -66.0	 20.0
-64	 -58.0	 14.0
6	 -66.0	 14.0
30	  28.0	 56.0
		
// 2013_Dufour		
// Subjects=27		
60	  -6.0	-12.0
58	 -54.0	 16.0
64	 -24.0	-10.0
2	 -56.0	 36.0
0	 -60.0	 30.0
-6	 -52.0	 46.0
-58	 -48.0	 18.0
-56	 -58.0	 24.0
-40	 -58.0	 28.0
-62	 -16.0	 -4.0
-52	 -12.0	-16.0
-56	  -2.0	-10.0
-6	  54.0	 22.0
6	  46.0	 46.0
6	  52.0	 20.0
4	  52.0	-12.0
2	  44.0	-18.0
2	  32.0	-22.0
54	  26.0	 -2.0
42	  30.0	-18.0
		
// 2021_Borbs		
// Subjects=27		
50	 -48.0	 18.0
-48	 -52.0	 22.0
-38	   2.0	 48.0
34	   4.0	 46.0
		
// 2016_Tusche		
// Subjects=31		
-9	  56.0	 31.0
-48	 -52.0	 28.0
-51	 -25.0	 -5.0
45	 -28.0	 -2.0
45	  14.0	-35.0
-48	   5.0	-29.0
		
// 2020_Wysocka		
// Subjects=13		
30	 -84.0	-14.0
-34	 -84.0	 -4.0
-42	 -18.0	 -8.0
50	 -60.0	 14.0
-64	 -44.0	  6.0
-32	  10.0	 60.0
46	  10.0	 48.0
2	 -54.0	 52.0
		
// 2007_Gobbini		
